Item_ID	Sentence	Word	POS	Phrase	Partitive	LenSentence
166590:10	i've never really played it	never		ADVP-TMP	no	6
166597:29	i've like *-1 to watch, rugby every now and then.	every		ADVP-TMP	no	11
166747:10	i've always done that.	always		ADVP-TMP	no	5
166755:37	i'll just buy it somewhere else or not buy it at all.	all		ADVP	no	13
166777:10	you can always refuse	always		ADVP-TMP	no	4
166826:26	and i started *-2 getting calls from all sorts of diseases and syndromes and everything 0 you could imagine *t*-1.	all		NP	no	20
166826:46	and i started *-2 getting calls from all sorts of diseases and syndromes and everything 0 you could imagine *t*-1.	everything		NP	no	20
166864:45	there's no need for someone who *t*-1 is soliciting should know at all.	all		ADVP	no	14
166899:32	is he able *-1 to, uh, still do everything himself pretty well?	everything		NP	no	12
166933:32	uh, i know 0 my, none of my grandparents were in a nursing home.	none		NP	yes	14
166936:11	but they were all, goodness, younger than your grandparents.	all		VP	no	9
166993:26	it seems to me 0 i'm always challenged *-2 peremptorily also when i go to these things *t*-1.	always		ADVP-TMP	no	19
167047:73	maybe just the judge because they're the people who *t*-1 know what the system is *t*-2 and what it's all about *t*-3 and believe in the system.	all		ADVP	no	29
167066:35	well, preceding criminal record, according to the judicial process has nothing 0 * to do *t*-1 with the current crime.	nothing		NP	no	20
167067:62	but when it comes to, uh, sentencing for punishment *t*-1, of course, if the person's never done anything bad before, according to the judicial system, then they're going *-2 to lean towards a slightly more lenient side,	never		ADVP-TMP	no	39
167076:42	during the trial as to whether they're guilty or not has nothing 0 * to do *t*-1 with their background.	nothing		NP	no	21
167084:43	i don't, i don't know that they always have *?* because i never sat all the way through a jury trial.	always		ADVP-TMP	no	24
167084:59	i don't, i don't know that they always have *?* because i never sat all the way through a jury trial.	never		ADVP-TMP	no	24
167084:66	i don't, i don't know that they always have *?* because i never sat all the way through a jury trial.	all		NP-ADV	no	24
167095:45	when it comes down to things like alternative sentencing *t*-2, i'm all for that for, uh, small crimes, infractions and misdemeanors or parking tickets or traffic tickets that *t*-1 have gone to warrant,	all		ADVP	no	34
167151:31	and states c-, can use all the revenue 0 they can get *t*-1.	all		NP	no	13
167174:30	but the accounting department will, uh, suck up all the bills at the end of the month and realize how much they have *-1 to pay *t*-2.	all		NP	no	27
167192:47	see i'm unfamiliar with that because i don't, i never see that end of the business.	never		ADVP-TMP	no	18
167201:37	there, there is no well defined mechanism at all	all		ADVP	no	9
167246:20	you know, i've never had anybody in my immediate family, uh, murdered *	never		ADVP-TMP	no	14
167296:12	now that's all fine and well and, and, uh, good philosophical.	all		VP	no	12
167396:10	well, all 0 it ever did *t*-1 was rain and thunder storms.	all		NP	no	12
167434:193	it was sort of just, you know, uh, * gets your, get his, you know, my bro-, my brother and well, maybe, you know, my cousin's coming over today *-1 to help us do that kind of thing. so that the scheduling and everything was kind of hectic sometimes.	everything		NP	no	50
167537:62	and so, uh, and, and so we wanted *-1 to get all new stuff in there.	all		ADJP	no	16
167563:15	and it's a never ending problem.	never		ADJP	no	7
167616:6	and every month we put, uh, you know, the same amount in for retirement.	every		NP-TMP	no	14
167627:20	so that's in our budget every month now.	every		NP-TMP	no	9
167656:31	i guess, uh, 0 we keep it all in a safe here at the house.	all		NP	no	15
167680:43	does your husband deal in, uh, stocks and bonds and mutual funds and all that kind of stuff?	all		NP	no	18
167972:81	once, once it seemed i got into high school, they had a lot of, uh, mumblex accelerated programs and all kinds of stuff like that.	all		NP	no	25
167983:62	once you book junior high, uh, start junior high, *-1 starting in eighth grade all the way through high school, there were four levels.	all		NP	no	24
167996:20	and it's like crystal clear all the time except for during the winter when the inversion sets in *t*-1	all		NP-TMP	no	20
168017:16	and, uh, it always really hits hard during the winter when we get the inversion *t*-1. and when we get, get cold air down in the valleys and warm air up above *t*-2	always		ADVP-TMP	no	33
168026:38	because when i grew up here *t*-1, it was just always the crisp air up in the mountain valleys	always		ADVP-TMP	no	19
168103:53	and, and the idea being that if you just tuned up all the cars, well if you tuned up this ten percent of the cars that *t*-1 were producing like fifty percent of the, the pollution then, you know, you, it'd be one way 0 * to cut the pollution in half *t*-2.	all		NP	no	54
168147:69	and, uh, they've got these, i don't know what, if you're familiar with sarasota county at all.	all		ADVP	no	20
168157:36	and what they've done *t*-1 is they've broken everything down into garbage. uh, yard trash. plastic, cr-, cans and glass. and then, uh, paper.	everything		NP	no	26
168184:31	in terms of you got *-1 to put everything in its own little bag and really presort it really, you know, tightly.	everything		NP	no	22
168211:83	and, uh, and, and she's just shaklee crazy, you know, because it's her business and everything.	everything		NP-ETC	no	18
168244:29	you got *-1 to tie them up and everything.	everything		NP-ETC	no	9
168279:12	and you put everything in it.	everything		NP	no	6
168284:161	it's like well you know, if you're a partying kind of guy and you drink, you know, like a couple of twelve packs, maybe, over the weekend it's going *-1 to be hard pressed * to p-, *-1 to put all your recyclables in that one place, you know.	all		NP	no	52
168297:57	you have, have those garbage people that *t*-1 make, how every many, make tw-, twenty, thirty bucks an hour,	every		TYPO	no	19
168377:22	and they have some good feedback and all that stuff	all		NP	no	10
168395:33	and you need *-1 to make * sure 0 all your bills are paid *-2.	all		NP-SBJ-2	no	15
168402:37	we just sort of invest the money and go on vacations and always never seem *-1 to have any money problems which i guess 0 *t*-2 is a comfortable thing.	always		ADVP-TMP	no	30
168402:40	we just sort of invest the money and go on vacations and always never seem *-1 to have any money problems which i guess 0 *t*-2 is a comfortable thing.	never		ADVP-TMP	no	30
168460:7	* never have worried about money since then.	never		ADVP-TMP	no	8
168496:9	oh, all right.	all		INTJ	no	3
168507:15	do they budget at all?	all		NP	no	5
168560:10	i've never had a, a punishment or a, a crime like a murder touch my immediate family	never		ADVP-TMP	no	18
168626:22	the european countries certainly, uh, none of them have capital punishment	none		NP	yes	11
168651:10	i would never in a million years want that job	never		ADVP-TMP	no	10
168660:134	on the one hand i, i guess 0 i admire the person who *t*-1 has the guts *-2 to do it because i couldn't i couldn't stand behind a gun and shoot somebody for nothing	nothing		NP	no	37
168674:36	i would like for it to be settled once for all and, uh, get in the background while the more important issues get discussed *-1, uh, uh,	all		NP	no	27
168701:22	and, uh, i've also never been a victim although i have some, i have two friends whose wives *t*-1 were murdered *-2	never		ADVP-TMP	no	23
168776:7	we always eat together	always		ADVP-TMP	no	4
168851:20	i've, actually i never read a lot *-2 growing up	never		ADVP-TMP	no	11
168852:9	and i never read until a few years ago	never		ADVP-TMP	no	9
168902:42	i was ju-, started *-1 to think about all the big, you know, data bases 0 they have *t*-2 with all the information about you on them like the credit reports and all those, you know, demographics studies that they do *t*-4 that, *t*-5 um, you know, have, who *t*-6 knows, how much, you know, stuff about all the purchases that you've made *t*-7 and everything *t*-3 kept tract *-8 somewhere	all		NP	no	72
168902:83	i was ju-, started *-1 to think about all the big, you know, data bases 0 they have *t*-2 with all the information about you on them like the credit reports and all those, you know, demographics studies that they do *t*-4 that, *t*-5 um, you know, have, who *t*-6 knows, how much, you know, stuff about all the purchases that you've made *t*-7 and everything *t*-3 kept tract *-8 somewhere	all		NP	no	72
168902:116	i was ju-, started *-1 to think about all the big, you know, data bases 0 they have *t*-2 with all the information about you on them like the credit reports and all those, you know, demographics studies that they do *t*-4 that, *t*-5 um, you know, have, who *t*-6 knows, how much, you know, stuff about all the purchases that you've made *t*-7 and everything *t*-3 kept tract *-8 somewhere	all		NP	no	72
168902:221	i was ju-, started *-1 to think about all the big, you know, data bases 0 they have *t*-2 with all the information about you on them like the credit reports and all those, you know, demographics studies that they do *t*-4 that, *t*-5 um, you know, have, who *t*-6 knows, how much, you know, stuff about all the purchases that you've made *t*-7 and everything *t*-3 kept tract *-8 somewhere	all		NP	no	72
168902:247	i was ju-, started *-1 to think about all the big, you know, data bases 0 they have *t*-2 with all the information about you on them like the credit reports and all those, you know, demographics studies that they do *t*-4 that, *t*-5 um, you know, have, who *t*-6 knows, how much, you know, stuff about all the purchases that you've made *t*-7 and everything *t*-3 kept tract *-8 somewhere	everything		NP	no	72
168967:142	i mean i've heard of things like, you know, * making them, you know, marking them somehow or, you know, or something like that or, you know, putting them all someplace like in a kind of,	all		NP	no	37
169350:12	that's not always true.	always		ADVP-TMP	no	5
169398:42	but i, i, i've never read a newspaper in my entire life	never		ADVP-TMP	no	13
169399:43	and i've, i, i never watch t v news nor listen to the news on the radio unless i'm just happening *-1 to be listening to music and they slip it on in the car radio before i can turn it off.	never		ADVP-TMP	no	44
169408:39	and i also find 0 the, uh, everything is so slick and superficial and misguided and mis-, and off the, uh, uh,	everything		NP-SBJ	no	22
169419:18	and then i'll learn all about this thing that *t*-1 was in the news two years earlier.	all		PP	no	18
169425:70	and anything 0 i participated in *t*-1 or know about *t*-1 when i read about it in the paper *t*-2 is always so, uh, covered *-3 from such a funny and superficial perspective that i don't have much confidence in it.	always		ADVP-TMP	no	42
169440:61	and, and the cynical view is, well these things aren't doing a very good job at all.	all		ADVP	no	18
169578:40	and i, i think 0 that's probably all right in that they, you know, maybe know what the, the norm *ich*-2 is *t*-1 for a particular thing.	all		ADJP-PRD	no	28
169658:32	they should have one year and one appeal. cover all their bases with one appeal	all		NP	no	15
169677:137	the other thing 0 they asked about *t*-1 was whether uh, uh, the verdict should be required *-2 to be unanimous. which, again, i think 0 *t*-3 is the way 0 it is *t*-5 now. that all the, all verdicts,	all		NP-SBJ-UNF	no	40
169677:147	the other thing 0 they asked about *t*-1 was whether uh, uh, the verdict should be required *-2 to be unanimous. which, again, i think 0 *t*-3 is the way 0 it is *t*-5 now. that all the, all verdicts,	all		NP-SBJ	no	40
169730:51	it's probably like thirty, forty thousand dollars a day you know, worth of all the free for all.	all		NP	no	19
169730:59	it's probably like thirty, forty thousand dollars a day you know, worth of all the free for all.	all		NP	no	19
169759:7	i never have *?*.	never		ADVP-TMP	no	5
169765:16	but i, uh, never, uh, got selected *-1 for a jury,	never		ADVP-TMP	no	11
169781:15	uh, have you every been tested *-1 for a new job or anything?	every		TYPO	no	13
169798:53	have you, well wai-, have you had any experience with it at all?	all		ADVP	no	13
169801:12	but i've always worked on a university level	always		ADVP-TMP	no	9
169834:11	or this person never use any drugs.	never		ADVP-TMP	no	7
169836:12	see, i always,	always		ADVP-TMP	no	3
169904:31	you can't go around *-1 testing everybody for everything.	everything		NP	no	10
170002:41	we used *-1 to go once a month, once every two months *-2 to visit some of the patients there.	every		QP	no	20
170007:264	but again, um, it must be depressing for the people who, who *t*-1 are, who *t*-2 are just e-, e-, essentially not able *-3 to take care of themselves in their own house but, but, certainly, uh, certainly have ar-, ar-, are, have retained all of their, uh, mental skills and so on.	all		NP	yes	53
170008:108	it *ich*-2's, must be depressing * to, to walk, walk the halls and see, an-, and see all these other people who *t*-3 really don't know where they are *t*-1.	all		NP	no	32
170036:30	and they were in the same room which not all husband and wives were *t*-1	all		NP-SBJ	no	15
170041:39	and when you walked into their room *t*-1, they had brought all their furniture from their house	all		NP	no	17
170052:11	there's nothing, maybe a picture or two that *t*-1 belongs to that person	nothing		NP	no	14
170054:51	but this room, on the other hand, you know, they got rid *-1 of all of the sort of standard issue beds and dressers and this and that	all		NP	yes	28
170055:13	and they had all their stuff from their house	all		NP	no	9
170099:20	but i've two kids and all.	all		NP-ETC	no	7
170100:47	but i, uh, i, i've never had a budget	never		ADVP-TMP	no	10
170154:52	and in about two months we were back to *-2 doing the same thing 0 we always do *t*-1.	always		ADVP-TMP	no	19
170170:7	i never had *-1 to *?* in the past.	never		ADVP-TMP	no	10
170173:7	i always kept plenty of money in my checking account,	always		ADVP-TMP	no	10
170177:7	and every time 0 i, uh, i spent money, i mean cash mostly *t*-1, i would, uh, write it down so i could see at the end of a month how much i spent *t*-2 on food so i could do better planning.	every		NP	no	43
170201:49	and i figure that, so the balance showing in the checking account is always somewhat different that what *t*-1's really there.	always		ADVP-TMP	no	22
170242:27	but for me, i only do that every week or, without even, i mean, maybe once a month.	every		NP-TMP	no	18
170327:23	and it may not be true in every place.	every		NP	no	9
170359:102	you know. because it *exp*-1's not a person's fault that, you know, people not buying or businesses are, are not on the up and up all the time, you know.	all		NP-TMP	no	32
170375:113	well, you, you think 0 it *exp*-2's better than * to, to try *-1 to spread the, the effort equally among all the employees of the company	all		NP	no	28
170389:75	and, you know, there are reason 0 * to look for another job instead of * just dumping it on them all at one time *t*-1.	all		ADVP	no	26
170485:14	she's got all these sisters and her brother *-1 to take care of her.	all		NP	no	15
170492:33	i think 0 it was easier when they all had each other and could entertain each other and i was home more *t*-1.	all		NP	no	23
170495:8	did you all do a lot of organized things like, uh, little league, uh, soccer?	all		NP-SBJ	no	15
170505:13	we have flown all over the world for her to compete and to perform.	all		PP	no	14
170511:25	i mean, there is a competition all the time.	all		NP-TMP	no	9
170553:34	well i know 0 i spent hours in the gym every day with my daughter	every		NP-TMP	no	15
170561:28	it was * making the friends and going all the places	all		NP-DIR	no	11
170676:21	and i take it in once every seventy-five hundred miles for its periodic maintenance	every		NP	no	14
170684:55	every time 0 i get taken *-4 to an auto repair place *t*-3, you know, every time 0 i go *t*-1, i get taken *-2.	every		NP	no	25
170690:13	and they go all right, we got a sucker.	all		INTJ	no	9
170695:21	that's what *t*-1 happens every time.	every		NP-TMP	no	7
170720:6	and everything is wrong with it.	everything		NP-SBJ	no	6
170757:22	it was no more new than nothing.	nothing		NP	no	7
170769:72	and that's happened to me more than once or twice. jus-, just, just about every time 0 i've went in somewhere *t*-1.	every		NP	no	24
170803:54	because the place where you buy your car *t*-2, they're usually the worst one of all.	all		NP	no	17
170834:57	and, uh, they, when they put her in *t*-1, she had all kinds of trouble	all		NP	no	15
170884:44	if, if you can take care of yourself at all or have someone that *t*-1 can take care of you, then you stay where you are *t*-2.	all		ADVP	no	27
170907:48	i guess 0 that's a problem *ich*-1 too for people. wait lists and all.	all		NP	no	15
170913:12	you can't always get in when you want *-1 too *?* *t*-2	always		ADVP-TMP	no	14
170956:30	and cause like if your spouse died, mumblex all alone, it *exp*-1'd be nice * to go someplace with people similar to you. to have friends.	all		ADVP	no	27
170968:11	so it's all over	all		VP	no	5
171009:16	but, uh, i never had bad experience in that respect.	never		ADVP-TMP	no	10
171021:7	i never really worry very much about it.	never		ADVP-TMP	no	8
171023:11	so, i never really worried too much about that being, uh, uh, the case with my boys.	never		ADVP-TMP	no	17
171044:86	and they finding, in some cases they're finding 0 it *exp*-1's just not worth it * to work because it's all going out in daycare.	all		VP	no	28
171065:29	and, uh so i would always trust her judgment on that.	always		ADVP-TMP	no	11
171098:19	and if they're at all queasy about that then i'd look elsewhere,	all		ADVP	no	14
171157:48	and it's almost inconceivable now because the xerox machines and, and everything have become such, you know, su-, such a, a par-, a part of the way 0 we live *t*-1.	everything		NP	no	32
171160:10	we fax everything.	everything		NP	no	3
171233:14	but, we have all single families.	all		NP	no	6
171249:12	and that's never really occurred *-1 to me	never		ADVP-TMP	no	9
171251:7	i never really thought about it that way.	never		ADVP-TMP	no	8
171264:90	well, uh, in terms of the long term effect, effect on, on america, in terms of the culture and everything, i don't know.	everything		NP	no	24
171293:16	and i guess 0 every ten years it's just been very different.	every		NP-TMP	no	13
171311:123	but a lot of time i-, a lot of cases, uh, * is circumstantial evidence that, that *t*-1 convicts a person, which i don't think 0 *t*-2 is all the time good. because sometimes it *exp*-3's hard * to get all the facts and to prove a person innocent, i mean prove a person guilty if you don't really know or you don't really have an eyewitness.	all		NP-TMP	no	71
171311:166	but a lot of time i-, a lot of cases, uh, * is circumstantial evidence that, that *t*-1 convicts a person, which i don't think 0 *t*-2 is all the time good. because sometimes it *exp*-3's hard * to get all the facts and to prove a person innocent, i mean prove a person guilty if you don't really know or you don't really have an eyewitness.	all		NP	no	71
171355:65	well i guess 0 i don't think that, uh, uh, juries need *-1 to decide sentencing all the time.	all		NP-TMP	no	20
171513:37	and i said, well * put it on because apparently nothing's guaranteed *-1	nothing		NP-SBJ-1	no	14
171585:15	like the customer is always right	always		ADVP-TMP	no	6
171608:175	uh, the, uh, way back, what, twelve years ago or something when i got my first computer *t*-3, i did what everybody else does *t*-4, which *t*-1 is * to put the whole family budget on the machine and put checks, and, you know, checkbooks and all this kind of thing	all		NP	no	51
171616:49	uh, and i only update that, oh i don't know, maybe once every quarter or so. every three months. just, basically when the statements come in *t*-1. you know. *-2 just to see whether or not we're falling, you know, getting ahead, falling behind or staying even or what.	every		NP	no	51
171646:52	and then anything extra is, you know, more or less split *-1 up between all of us. and just thrown *-1 in the kitty, more or less, for a rainy day.	all		NP	yes	31
171673:33	if i work too many days, then i lose all my state aid	all		NP	no	13
171675:22	and it's like a juggling act every single month.	every		NP-TMP	no	10
171702:8	because every penny 0 i bring *t*-1 in is ten percent to me.	every		NP	no	13
171755:27	you know, i keep track of every penny. and, more or less, enter it in.	every		NP	no	15
171800:9	and he always had this, uh, this wonderful quality of c-, * being able *-1 to put his foot in his mouth every time 0 he went * to say something *t*-2	always		ADVP-TMP	no	32
171800:95	and he always had this, uh, this wonderful quality of c-, * being able *-1 to put his foot in his mouth every time 0 he went * to say something *t*-2	every		NP	no	32
171855:19	do you follow professional sports at all?	all		ADVP	no	7
171865:7	i never knew very much at all	never		ADVP-TMP	no	7
171865:21	i never knew very much at all	all		ADVP	no	7
171876:49	and they, uh, uh, and they have a good time and everything	everything		NP-ETC	no	12
171947:13	and they have all these teams from,	all		NP	no	7
171969:57	so it kind of annoys me when people just lay in front of a t v and watch all this stuff *t*-2.	all		NP	no	22
171970:42	i think 0 it's an, excuse 0 * to do nothing *t*-1	nothing		NP	no	13
172059:26	well, in high school i went to every football game	every		NP	no	10
172075:135	uh, so that, uh, a judge, i think 0 *t*-3, would be the most appropriate person 0 *t*-1 to, uh, to be able *-2 to sentence somebody since they do it over and over again every day.	every		NP-TMP	no	37
172099:32	i mean, it's supposed *-1 to be all legal and everything.	all		VP	no	12
172099:41	i mean, it's supposed *-1 to be all legal and everything.	everything		NP-ETC	no	12
172109:28	it didn't backlog or all of the, uh, the cases that *t*-1 are, uh, all ready pending.	all		NP	yes	18
172109:79	it didn't backlog or all of the, uh, the cases that *t*-1 are, uh, all ready pending.	all		TYPO	no	18
172159:24	well i think 0 that's all ready possible.	all		TYPO	no	9
172196:124	well, i, i, i-, we're at liberty *-1 to, to talk and, and meander as long as it's all on the same theme.	all		VP	no	25
172255:14	an-, i've never had *-1 to it since	never		ADVP-TMP	no	9
172336:27	so that explains wha-, all the, uh, computer assignments.	all		NP	no	9
172374:55	emil is, probably pulls down a third a-, of all my time.	all		NP	no	12
172383:47	i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments.	all		NP	yes	30
172481:74	and then w-, after five minutes when the, uh, uh, voice comes on *t*-1, we can talk all night if we want.	all		NP-TMP	no	22
172531:35	if you compute as a percentage of total income, all taxes lumped together, we actually do pretty well.	all		NP-SBJ	no	18
172574:99	i wish 0 i didn't have *-1 to pay any more *ich*-3 fo-, to my physicians in a year than i had *-2 to pay for all of my school taxes.	all		NP	yes	32
172593:20	i guess 0 that's all right.	all		ADJP-PRD	no	7
172603:10	that's always been a high priority.	always		ADVP-TMP	no	7
172611:177	i think 0 in places, i think 0 in places like california, people are beginning *-1 to find that in, in areas that *t*-2 are fairly well off, if you add the, uh, uh, people of various sexual persuasions and those who *t*-3 never intend *-4 to marry and those who *t*-5 are retired and those 0 *t*-6 are, uh, just looking for fun, th- people with families turn out *-7 to be such a small minority that they can't get a tax bill passed * no matter what *t*-8 happens.	never		ADVP-TMP	no	92
172621:17	i mean, people always used *-1 to be willing *-1 to ante up for the schools.	always		ADVP-TMP	no	16
172699:111	and i, i think 0 it's really something that the, uh, the government ought *-6 to encourage *t*-1 more because, uh, there are all these complaints about how we're not a saving country *t*-2 and where the average savings rate is something like four percent in this country and fifteen percent in, uh, germany and japan *t*-5.	all		NP	no	59
172708:77	when you have the, when you have the, uh, the economy to scale and everything that a large corporation has *t*-1 *t*-2, and you can, uh, offer some incentive	everything		NP	no	29
172874:37	i, i, i always over pay my, my deductions	always		ADVP-TMP	no	9
172881:45	so, uh, you know, that, that's always a smile.	always		ADVP-TMP	no	10
172912:32	oh i, i've got all four feet in the trough, you know, *-1 being a federal employee.	all		QP	no	18
172917:11	like every, every time 0 there is a, a bond issue *t*-1 you know, i vote no on every one of them.	every		NP-TMP-UNF	no	22
172917:20	like every, every time 0 there is a, a bond issue *t*-1 you know, i vote no on every one of them.	every		NP	no	22
172917:87	like every, every time 0 there is a, a bond issue *t*-1 you know, i vote no on every one of them.	every		NP	no	22
172927:9	every one of us, most of us have our, have all four feet *ich*-1 in the trough, you know. plus our snout, right up to our ears.	every		NP	no	27
172927:59	every one of us, most of us have our, have all four feet *ich*-1 in the trough, you know. plus our snout, right up to our ears.	all		QP	no	27
173042:50	right now, i can, right now, i can throw them all in the back when we have room *t*-1	all		NP	no	19
173069:22	i, i never buy new	never		ADVP-TMP	no	5
173073:10	i've never bought a new vehicle in my life.	never		ADVP-TMP	no	10
173106:26	we didn't do much to it at all.	all		ADVP	no	9
173119:25	and, uh, it pretty much does everything 0 i need it *-1 to *?* *t*-2.	everything		NP	no	16
173121:15	so i can tow everything	everything		NP	no	5
173131:38	and up until, oh, say two weeks ago, it had never had anything wrong with it.	never		ADVP-TMP	no	16
173275:30	i mean, i don't like dodges at all	all		ADVP	no	9
173345:11	we have all kinds of testing	all		NP	no	6
173347:50	it's i t b s or, and, uh, just everything, everything.	everything		NP	no	12
173347:58	it's i t b s or, and, uh, just everything, everything.	everything		NP	no	12
173395:12	and they have everything.	everything		NP	no	4
173419:32	and so, uh, we just kind of have, everything here	everything		NP	no	10
173429:32	but the kids are expected *-1 to excel in, everything.	everything		NP	no	10
173474:12	and they've always done this here.	always		ADVP-TMP	no	7
173475:18	i mean it's always been the same	always		ADVP-TMP	no	8
173477:19	* is more pressure for everything.	everything		NP	no	6
173491:38	and he said, he said mom, all 0 we do *t*-1 is * work.	all		NP	no	14
173519:40	i think 0 if they're going *-1 to be there all day, they should find time.	all		NP-TMP	no	17
173557:53	that's why they want them there *t*-1 because them somebody takes care of them all day.	all		NP-TMP	no	17
173599:6	and nothing is being done *-1 about it.	nothing		NP-SBJ-1	no	8
173616:40	you know, that, that's what all c-, these, these hearings are about *t*-1	all		NP-SBJ	no	14
173617:17	and that's what all these, you know, court cases are about *t*-1.	all		NP-SBJ	no	13
173632:84	so, i, i, i mean as, as man has gotten more complicated so all of the, uh, imaginations * to, uh, you know, protect him from, from *-1 being, uh, dumped *-2 on by, uh, civilian authority in, in so-, in criminal actions, especially, you know, murder cases and that sort of thing.	all		NP	yes	53
173640:59	and where his, old evidence was there, the witnesses were there, the, everything was conclusively pointing to this individual *t*-1 yet,	everything		NP-SBJ	no	21
173648:103	and, uh, i know 0 the, the government is, uh, you know, gives drug tests an-, to all new entrants, all new appli-, applicants coming into government.	all		NP	no	27
173648:116	and, uh, i know 0 the, the government is, uh, you know, gives drug tests an-, to all new entrants, all new appli-, applicants coming into government.	all		NP	no	27
173664:49	and, uh, i have absolutely no compunction about, uh, * using any and all means * to, to, uh, uh, you know, work out, figure out who *t*-3 has a drug program or who *t*-1 has a drug problem and, uh, and putting that guy into, into therapy to, whatever it is *t*-2 * to, to, you know, break this, uh, activity.	all		NP	no	62
173682:221	uh, one is that, uh, if you're coming to work under the influence of any sort of drug, alcohol, whatever, or, you know, even if it's smoking, inhibits, you know, your ability * to function, then i, i think that, that, you know, i don't have any problem at all with * testing that individual, you know, on the spot.	all		ADVP	no	63
173728:30	and clearly if you're into coke and all 0 you want *-2 to do *t*-1 is, you know, * snort your brains out all day long, if it was legal, you could do it real cheap	all		NP	no	37
173728:88	and clearly if you're into coke and all 0 you want *-2 to do *t*-1 is, you know, * snort your brains out all day long, if it was legal, you could do it real cheap	all		NP	no	37
173818:65	which, uh, i mean if you're, uh, sending two thousand dollars that way every year, you, uh, watch what *t*-1 goes on	every		NP-TMP	no	23
173882:40	that's what i used *-1 to think 0 education was all about *t*-2 when i was a college professor *t*-3	all		VP	no	21
173887:7	i never thought 0 i would have *?*	never		ADVP-TMP	no	9
173892:47	well i, i g-, agree with everything that you've said *t*-1 so far	everything		NP	no	14
173934:9	but i always mumblex just made it *exp*-1 a point, you know, *-2 to spend about ten minutes with each one of them.	always		ADVP-TMP	no	23
173948:11	so they were all real close?	all		VP	no	6
173961:7	she never did.	never		ADVP-TMP	no	3
174037:59	well, that, they say 0 it, it, all 0 it takes *t*-1 is about five, ten minutes a day.	all		NP	no	19
174077:11	* discuss everything that *t*-1 didn't agree with them.	everything		NP	no	10
174083:9	and i always thought 0 we'd get outvoted *-1 five to two	always		ADVP-TMP	no	13
174087:9	but it never worked that way.	never		ADVP-TMP	no	6
174099:12	and that was always good time.	always		ADVP-TMP	no	6
174106:17	in fact, they were all in, uh, over the weekend for easter.	all		VP	no	12
174113:67	but if you have a problem with what we did *t*-1 or how we did it *t*-2, you can always come back and talk to me about it.	always		ADVP-TMP	no	28
174136:27	but that, that was always good quality time for us.	always		ADVP-TMP	no	10
174141:12	and * then never attend,	never		ADVP-TMP	no	5
174157:39	and, you know, the younger kids, uh, or maybe all of them needed help at one time or another.	all		NP	yes	19
174169:12	and we would always come up with something that *t*-1 was harder than what they would have done *t*-2 you know.	always		ADVP-TMP	no	21
174226:12	and there's always that, that chance that one or two people could be playing devil's advocate for a good reason, you know.	always		ADVP-TMP	no	24
174269:25	are you involved in the legal system at all?	all		NP	no	9
174301:37	because a lot of those things, it's all, it's in, it's largely a matter of viewpoint. and who *t*-1 can argue their case better.	all		VP-UNF	no	27
174309:20	you i always think about *-1 watching the people's court or something. and how weird those cases get *t*-2.	always		ADVP-TMP	no	20
174347:97	it's like, it is. it's, it's wasting people's time and the taxpayers' money and everything else.	everything		NP	no	21
174380:28	from what i understand *t*-1, it's all pretty the same except when you get to louisiana *t*-2.	all		VP	no	18
174392:19	but, uh, fortunately i never have had *-1 to go in even, even for jury duty.	never		ADVP-TMP	no	16
174412:38	you know, * to try *-1 to get them all in in a good time	all		NP	no	15
174429:36	and it's like it seems like every year they let out more and more just cause they don't have room for them, you know.	every		NP-TMP	no	26
174435:7	not at all.	all		ADVP	no	3
174456:29	i've al-, i've always, uh, w-, wanted very much, uh, *-1 to, uh, be somehow involved in all that. and, uh, to, uh, meet and, and to see, see it actually happen.	always		ADVP-TMP	no	34
174456:99	i've al-, i've always, uh, w-, wanted very much, uh, *-1 to, uh, be somehow involved in all that. and, uh, to, uh, meet and, and to see, see it actually happen.	all		NP	no	34
174491:32	i don't know what you think *t*-1 about all that.	all		NP	no	11
174496:77	there's a lot that *t*-1's happened in my lifetime as far as, uh, you know, with the space shuttle and all. although plans * to, uh, go to other planets have somewhat been thwarted *-2 in comparison to, uh, the sixties.	all		NP	no	43
174512:10	i've always, uh, felt that, uh, uh, one of the long-term solutions that, at least a few of our problems would be * to have, uh, some sort of, uh, solar power satellites up.	always		ADVP-TMP	no	35
174557:16	and uh, they're all you know, nor-,	all		VP	no	8
174681:74	with florida that's a big problem because there's so many people in jail that they have *-1 to let them out every year.	every		NP-TMP	no	25
174901:12	but there's always that margin of error.	always		ADVP-TMP	no	8
174949:72	so, uh, it was one of those things where you go through the, the general battery of all their tests *t*-1	all		NP	no	21
175144:60	and that's certainly is a lot of students 0 for one person to deal with *t*-1 on an every day basis.	every		TYPO	no	22
175207:17	and you can't put all the children in special education.	all		NP	no	11
175247:8	with all this, * don't hurt the kids and don't abuse their rights, you've also taken something away from the discipline, i think 0 *t*-1.	all		NP	no	28
175275:34	i don't think that they could be objective in every case, every time.	every		NP	no	14
175275:41	i don't think that they could be objective in every case, every time.	every		NP-TMP	no	14
175291:22	uh, one man can never be, one man, one woman can never be objectionable in every case.	never		ADVP-TMP	no	17
175291:49	uh, one man can never be, one man, one woman can never be objectionable in every case.	never		ADVP-TMP	no	17
