Item_ID	Before	After
162703:68	###.###yeah,###many laws, but little justice.###.###say,###but, uh,###and i also think, just like you were talking about --n4028be before, why you were chosen --n4028dd to be on a jury --n4028f8 that, uh, the, just, the process of picking jurors is not always objective.###.###oh, certainly not,###certainly not.	###but they're really looking for someone who --n402ccc will pretty much fulfill the lawyers' desires.###you know, the,###because you get up
162902:77	###do you work now.###.###i don't know###.###.###that's something i've considered --n403192.###uh,###.###uh-huh.###.	###.###uh-huh.###.
162910:15	###uh-huh.###.###i always kind of think it --n403253 would be neat to be able --n403276 to watch them and be there for them all the time.###.###uh-huh.###.###is that what you do --n4033e3.###.###uh, yeah.###actually, i teach my kids at home,	###.###oh, so they don't go to school.###is it like, uh,
162940:27	###not,###it depends on the state you live --n40388e actually.###some laws absolutely prohibit it.###some states, uh, say that you have --n403984 to be a certified teacher in order --n4039a7 to do that.###our state doesn't yet, say that###and i'm not a certified teacher.###i went to college,### but i, you know, but my kids are only elementary grades, levels right now###and so,###.	###.###one of them was for a couple of years###and so, you know, my oldest, he was,
162970:9	###and the prosecuting attorney presents his evidence###and your defense attorney presents their evidence###and those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not.###.### ou-, ou-, our judicial system is in such total chaos.###.###.###i think what they need --n40057c to do --n40058b is, they need --n4005a2 to somehow take the money out of it.###i mean, when you have a man that --n4006e7's signed a, a, a statement saying he's guilty --n40072e,###we have a, a family called all day family.	###.###uh-huh.###.
162986:49	###they been trying these people now for twenty-two years, ever since i was a child.###.###wow.###.###and what they've done --n400b4f is they've bought mercedes after mercedes after mercedes is what they've done --n400b8e,### has nothing to do --n400ca5 with justice whatsoever.###.###well, you know, it's, it's one of those things,###i mean, uh, uh, i would have --n400e56 to look at it.### i-, if they did it with the, uh, just the judges, the police have --n400f5b to do a lot better job of --n400f7e making sure that their evidence is airtight	###they know what --n401219's good and what --n401230 isn't,###they'd be able --n4012e4 to say, i'm sorry,###you can't use this as, uh, evidence, you know, because it was either illegally obtained --n4013cf or whatever
163088:85	###yeah.###.###.###um, y-, well, you, you know, you're talking to part of them that --n403b93's paying for that.###.###yeah,###and you're talking to the other half that --n403d21's paying for it###.###that's right.###you know that's, it, it's, it's amazing	###.###yeah,###well, that's another problem.
163173:15	### i just, i noticed it###iowa and other cities like that, it's a nickel per aluminum can.###.###oh.###.###so you don't see too many --n40188d thrown out around the streets. or even bottles.###.###really.###.###.	###.###right.###.
163270:8	###right.###well, who --n40374a wants --n403755 to clean their junk before they throw it away.###.###that's right,###that's right.###it's like washing the dishes before you put them in the dishwasher.###.###right,###uh, yeah.###.	###.###.###well, it --n403a04 was nice talking to you.
163334:29	###.###actually, uh, they just recently started a policy of testing drugs, which --n400125 was kind of interesting,###because w-, when i went --n40021e to work for them --n400235, uh, they didn't do that,###but, uh, since then they've, they've started a drug testing policy, not because of their own, uh, convictions, but because the clients of our company are requests that we do that.###.###huh.###.###how about you.###.###uh, no,	###uh, our policies and procedures manual, uh, the furthest it goes --n4006a6 about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal,###.###uh-huh.
163381:27	###we do oil well services.###so, a lot of our clients are oil companies, big oil companies,###and they go out to,###we have engineers who, uh, --n401477 go out to the oil well, to the, to the client's oil well, and, and work with a lot of heavy equipment and put tools down the oil well and stuff,###so the clients are very concerned that, you know, the engineers who --n40170c go out there are adhering to their drug policy, because they're on their, their, you know, territory and everything,###but the thing that --n4018fe's interesting is that i w-, i'm an engineer and, a software engineer###.###um.###.###and i work in the software, uh, house,	### they've never, you know, they never go out to the, the oil rigs or anything,###and yet, we're getting, we're subjected --n401cf3 to this policy, you know, the same one that, uh, th-, all the engineers have --n401d5a to, to,###well, a little different, actually,
163383:98	###and they go out to,###we have engineers who, uh, --n401477 go out to the oil well, to the, to the client's oil well, and, and work with a lot of heavy equipment and put tools down the oil well and stuff,###so the clients are very concerned that, you know, the engineers who --n40170c go out there are adhering to their drug policy, because they're on their, their, you know, territory and everything,###but the thing that --n4018fe's interesting is that i w-, i'm an engineer and, a software engineer###.###um.###.###and i work in the software, uh, house,###and everybody there, you know, are all software engineers.### they've never, you know, they never go out to the, the oil rigs or anything,	###well, a little different, actually,###but, uh, you know, we have --n401f82 to go through the same thing,### and it's, but it's, uh, it's a little different, i guess --n402096 than, than a lot of drug policies.
163461:20	### and, and when i got in there --n40478b, i didn't, i wasn't, like, able --n4047c2 to give a full sample,###and so they made me sit and wait for forty-five minutes, drink a whole ton of water before i went to any of the interviews and go in there again,###.###oh.###.###.###right.###.### and the, and the, the procedure is utterly humiliating.###you go in there with the doctor,	###and then he examines you.###.###.
163522:172	###well, that might be the difference.###i don't know.###uh, the other thing that, uh, i remember --n40222d seeing --n402238 on t v lately is, uh, had --n402263 to do with,###it's like seventy-five percent of the historical sites in america are in the home districts of very powerful people politically###.###right.###.### that, that histor-, for some reason, historical sites with, you know, the, the full federal money and everything seem --n402542 to appear as, as almost as like political favors to, to very strong politicians.###.###yeah,	###.###uh-huh.###.
163607:15	###even just, say, for a small business.###speakeranan*t34-2.###.###uh, i know some,###.###.###type of music is hot down in texas.###.###uh, well, i don't know exactly what --n4000bf's hot down in texas.###i know what --n400183's hot down here with me,	###i don't ever listen to the radio###and that's usually what --n4003ca's hot around here### so, so, what kind of music do you like --n400479.
163635:30	###okay.###.###i'm more, uh, old rock and roll, uh, some new, newer, i guess you would call it --n4008ce heavy metal rock and roll type you know, uh, van halen, that kind of thing.###.###uh-huh.###.###.###yeah,###what about, uh, classic rock type stations.###.	###we live in a fairly small town,###so uh, classic rock for me is what i have --n400c45, which --n400c54 is like, uh, doors, eagles, jimmy hendrix.###.
163672:24	###you know, ho-, hotel california and that era.###.###yeah,###yeah### that does, that's something you don't, --n4014eb doesn't even sound good --n401506 loud really. you know.###.###yeah.###.###you know, definitely.###uh, so, anything new you like --n4016dc --n4016e3 --n4016ea coming out now, other than folk music, some i might know of --n40172d.	###.###well, down in texas, uh, you know, little, listen to a little country every now and then.###.
163686:38	###yeah,###oh yeah,###here,###.###i'm sure there's a lot of that down there.###.###oh, plenty.### way, way more than i can stand down here.###.###.	###i,###.###well, there, there's a conway twitty twang,
163716:13	### it's, it --n4022cc's kind of strange that it's getting as big as it is.###concert tours for country and western sings is, it's, it's quite, quite odd,###but, uh, i don't know,### it's, music is kind of going an odd direction nowadays, i think --n4025f3.###it's becoming not necessarily good music, just popular music, you know.###.###hey,### i, i, i think most artists are in --n4027c4 to make a few bucks.###.###yeah,	###.###but they're not in it --n40295e to say anything or give a message which --n402985 is what they were do-,###.
163771:108	###.###uh-huh.###.###but,###.###yeah,### i-, i-, it's the artist, not the merit.###.###yeah,###exactly.	###but that's, that's what the, point we've reached --n403f90,###so i don't know how how much farther we can digress --n4040a3 before we have --n4040b6 to turn it around and go the other way, at least.###.
163800:26	###that's about how i am --n4045ef on popular music.### i don't, you know, you don't, i don't know enough about it because i just listen,###uh, everything i listen to --n404814 is what i buy --n40482b, not whatever they play --n404846 on the radio###so,###.###well, you have --n404971 to figure out what to buy --n404994,###or do you just buy along the same artist.###.###uh, i,###yeah,	###i don't really switch around to new things very often.###.###yeah.
163882:132	###but mostly petty things and, n-, no, nothing, nothing really too big.###.###right,###well, i guess here we run into that sometime,###but i guess a lot of crimes are done --n40129a with apartment type break ins that type, not much home break ins.###.###right.###.###there are some, but not, not very high.###uh, as far as tellers and things like that, it's not extremely high either.	###.###uh-huh.###.
163914:134	###there's a crime.###.###yeah,###but, uh, i guess most of the things that --n401d09 happen around here are, are pretty, uh, innocuous.###although, uh, from what i hear --n401e50 in the news,### and, and i, i s-, saw an episode of the t v show, cops --n401f40 uh, one time that --n401f5b was in pittsburgh,###.###uh-huh.###.###and, uh, it, it, it did surprise me, because, you know, they were doing drug arrests and thing, and things like that,	###.###oh, okay.###i don't know,
164113:17	###.###and, uh, they have a, a child that --n4033f1's five years old###and it's really handy for hauling him --n4034d7 around and, and their stuff,###and, of course, as he gets friends, i'm sure --n4035e0 that will be even handier.###so, i know if we were, if we had kids still at home, we're in our fifties now, but, if we had kids still at home, we'd certainly have --n403754 to seriously consider a van just for their functional value.###.###yeah,###i think that we're going --n4039b1 to be, uh, owning a mini van for some years --n4039ec to come.###probably till the kids are out of, uh, high school anyway.###.	###is that something that you'd be interested in --n403c14###or is that,###.
164151:52	###that's the most prevalent crime. uh, the ones that --n400489 really, you know, the ones that --n4004b4 really add up after a while, i guess, you know, from, s-, far as insurance money and stuff like that, insurance costs.###you know, everybody has --n400748 to pay for it indirectly eventually.###.###yeah,### i, i, i wonder if, uh, if drug use is a more prevalent crime, though, because, i mean, so many people use it,###and even though just using is not really,###i mean it is a crime,###.###oh, well, yeah,### that, that, that is a crime.	###uh, speeding is a crime.###.###well, that's true.
164294:30	###yeah,###i know that a, a lot of the lot of murders that you hear about --n403cc6 are people that --n403cd9 know each other.###.###.###i mean,###yeah.###.###and they're the, kind of like crimes of passion and stuff like that.###.###.	###but, i, y-, y-, you might be able --n40405e to, uh, stop people, you know,###they're thinking about it,###they know they're going --n404213 to get the chair if they get caught --n40423a.
164388:15	###.###.###needs to be punished --n400f5a or, uh, eliminated --n400f75 from society.###.###i mean, you can't guarantee that they wouldn't escape from prison and do it again.###.###.###right.###.###.	###.###.###uh-huh.
164419:38	###uh-huh.###.###.###right,###uh-huh.###.###and i don't think, that would really warrant capital punishment.###.###.###uh-huh,	###because they're not really a danger to society.###it was almost really self defense, isn't it, in a case like that.###.
164677:130	###and it's just sort of a, you know, four or five pages that --n403abe covers what --n403acd's going on in plano.###but it's still not an awful lot of news.###.###yeah,###i know.### i, uh, it was, it was a big discovery when, when the times, when the times found out there was a place called orange county --n403d71.###.###.###i mean, the way they, i mean, the way they've been handling it before --n403f82, they practically, they practically acted like their reporters needed to shots --n403fbd to go south of the l a county border.###.	###and, of course, they tend --n4044a6 to cover the county,###and we're not in dallas county,###so they tend --n404592 to ignore places outside of the county.
164733:13	###how do you think that, uh, the viewpoints differ --n40105a.###.###i think a lot of it is just, uh, the fact that in the u s you're so far removed --n401134, uh, in a lot of cases from, say, conflicts### or, or it's not happening in your backyard###.###uh-huh.###.###so it's, it's more of a, it's not as a personal, uh,###the news isn't as personal --n4014e1 in what we receive --n4014fc domestically than, than what --n401517's on shortwave.### it's, b b c is, uh, oh, i don't know the right word, is, is almost, uh,	###.###uh-huh.###.
164850:39	###and it wasn't, we weren't too far removed --n40128d geographically from each other,###but the difference in schools i think --n40136a was pretty substantial###.###uh-huh.###.###and, uh, one of the things that --n401433 probably would have been better if, is if the entire county had had, had just one school system.###.###right.###.###and that would result in some, uh, could result in more equitable distribution of money	###and the city had a very low tax base###so they didn't have a lot of money to work with --n4018fb.###.
164863:143	###.###uh-huh.###.###as a result, the schools were rundown,###there wasn't as many, you know, of the nice supplies in science class that we would have liked --n401a79.###there wasn't as many advanced placement courses --n401b79, uh, when i was a senior --n401ba0 that some other schools had --n401bbb.###.###uh-huh.###.###and, uh, it, it,	###and the, the problem with that is then, then, then people will either, the rich people will either pull their kids out of the public school and put them in private schools or they'll move farther away --n40225b to get better schools.###.###yeah.
164889:162	###all these kids have these really supportive, really supportive parents, always up there for something.###.###yeah.###.###you can go to north tyler to the schools###and the parents might not could even tell you what their kid's teacher's name is --n402ac6. you know,###.###uh-huh.###.###uh, that has a, a whole lot --n402bd9 to do with it, you know,	###.###uh-huh.###.
164972:19	###.###.###okay,###so what kind of luck --n400040 you been having --n400053 with buying and returning products.###.###uh, not too bad really.###uh, i had a razor that i got --n400188 from christmas that i just, i really didn't want --n4001bb it,###but i got it anyway###and, uh, it was a braun###and they were real good about --n400396 taking it back.	###so, uh, i was able --n400488 to get that back pretty easily.###.###uh-huh.
165050:54	###.###yeah,###i think they're beginning --n401ab8 to.### the, the days of don't buy a car made on a monday or a friday are pretty much going away###and,###.###that's what i thought --n401ca9, too, until i saw the consumer reports issue.###.###uh-huh.###.	###and, uh, essentially, i h-, i don't see much of a trend.###i mean, just like every other time that you look at it --n402014, the honda accords and the civics are right up there.###there's nothing wrong with them.
165084:41	###.###yeah,###that's just it.###technology that --n402791 comes in right now is, is probably not going --n4027cc to be imple-, implemented --n4027e7 until, you know, quite a few years down the road.###but, uh,###.###the computer industry's where it's really dynamic especially for the consumer --n4029e7.###.###oh, yeah.###yeah,	###.###and can you think of any other industry where###in software they,
165110:35	###.###.###it,###uh, th-, they keep up c-, with it pretty quickly###and that's, that's a real good thing, i guess --n4030e0.###.###yeah.###.###uh, i don't know.###.	###and the macintosh is about the only one that --n403346's going right --n403359 forcing i b m and the rest of the d o s world to follow along.###.###yeah.
165118:21	###uh, i don't know.###.###and the hardware, well, i mean, all the chips that --n403233 make up the hardware are a commodity###and the macintosh is about the only one that --n403346's going right --n403359 forcing i b m and the rest of the d o s world to follow along.###.###yeah.###.###.###right,###they're kind of the leaders right now, you know.	###and you're like, oh, gee, they're reselling a macintosh under a different name.###.###.
165131:34	###.###really,###why don't they just say, almost a mac for half the price --n40375d.###.###yeah, you know.###.###they'd sell more if they were honest.###.###exactly,###almost is the key word, there, too, you know, because i, i really, i've used both	###.###yeah, it it's only an advantage for people who --n403b04 had --n403b0f to use pure d o s. mumblex base.###.
165183:34	###yeah.###all right.###.###but, uh, technically, i'm not actually in the industry.###i don't work a computer company.###.###no.###.###i'm an abuser.###.	###.###but it --n404953's sort of like surfing on the wave of future shock --n40498a to you know, keep up with the changes as they happen.###.
165218:61	###and it has eight spark plugs###and it --n40036c's hard to, to get get at them###and plus the time on them.###i just don't have time any more.###uh, as far as maintenance tasks that i do --n400562 myself, i, i usually change the oil and wash the air filter###and i, i had an occasion to change, to have --n4006db to change the battery --n4006f2 once,###but, the brakes, i was really surprised that the brakes.###i wanted,###i do have the background.###i know what --n40094a needs --n400955 to be done --n400968	###and the lube, lubrication system needs --n400b2e to be lubricated --n400b41###and so i, i stay on top of that###but i i wanted my front wheels,
165355:8	###.###uh-huh.###.###and uh, i,###.###.###okay.###thanks.###.###huh.	###.###well, uh, yeah,### we, we do.
165419:28	###uh-huh.###.###and one of these days i am going --n40116c to do something about that i believe --n401193.###.###yeah.###yeah.###.###you know how that goes --n4012a3,###but, uh, uh, if,### she, she handles it pretty well.	###.###so your wife,###.
165440:23	###uh, sort of on a peripheral.###she's, uh, uh, an annuity administrator###.###oh.###.###and so she, uh, she works for an insurance company.###.###uh-huh.###.### but, but she enjoys it.	###and, uh,###.###yeah,
165520:16	###.###and then i use that for food, household expenses,###and then i add my own check to that###and then with that i try and handle, you know, some of the clothes that the girls need --n402e4a and things like that,###.###yeah.###.###but the expenses that we need and have --n402f9b around the house.###.###yeah.	###.###so.###.
144672:32	###but, uh,###.###did you have any fear --n4051b4 working in the hospital with that,###.###that's one thing i've never really feared --n40526e.###.###uh-huh.###.###uh, uh, i,###a lot of the, my family, you know, they fear me working like that and, under some, some of those conditions,	###.###uh-huh.###.
164630:51	###so there really is only one major l a now.###.###yeah,###pretty much.###uh, there used --n4020d9 to be, fact, i think there still is --n40210c, the, uh, the daily news which --n402137 runs out of the san fernando valley###.###.###and, uh, they're not bad as far as a, uh, you know, as far as a local paper goes.###in fact, it was kind of weird, because i met the, uh, i met the, i met the editor, uh, while i was on, uh, while i was doing jury service in santa monica one time.###it was like we just sat around and talk about newspapers and stuff.	###and, uh it's, it's a pretty good paper,###but, uh, you know, it's not, it's not the times.###.
165329:63	###okay.###.###so, when i changed those over --n40363d, i put on these, these pressed aluminum things###.###um.###.###and, uh, probably about four months ago the water pump decided --n403771 to go out.###.###uh, oh.###.	###.###um.###.
165534:40	### just kind of play it by ear, but keep the, the deductions you know mumblex.###.###yeah.###.###.###yeah,###we###.###.###well jim has, jim has a budget.	###.###uh-huh.###.
165550:80	###.###uh-huh.###.###so, i try --n403603 not to, you know,### we don't, you know, i don't ask for more.###i mean i just try and make it on that.###.###uh-huh.###yeah.###.	###.###yeah.###.
165590:18	###she hasn't effected your budget yet really.###.### not, not really.###not too bad. uh.###.###no.###not like she will later on.###.###yeah.###.	###.###yeah###when,
165590:117	###she hasn't effected your budget yet really.###.### not, not really.###not too bad. uh.###.###no.###not like she will later on.###.###yeah.###.	###.###yeah###when,
165683:32	###and so, uh.###.###well, like what.###.###well, let's see.### i li-, i like cars that --n400c2f are designed --n400c3e with, with human beings in mind,###.###.###and that's not just the driver and the passenger###but that's the person who --n400df2's working on it,	###.###uh-huh.###.
165941:36	###and what they'll do --n4038ab is they'll recycle it.###because there was an article or a story done awhile ago that, uh, trash, uh, the telephone books are the type of thing that --n4039bc don't break down over a long period of time.###a guy went to a d-, a landfill, dug down five feet and, and pulled up a phone book from like nineteen sixty###because they don't, they don't degrade over such a period of time.###.###well, part of the problem with recycling them in the past has been the covers are made --n403e02 with a clay based paper.###.###yeah.###.###they contain the glue and stuff	###.###yeah.###.
166014:77	###i'm twenty-three.###.###yeah.###.###so there's maybe a five year gap between us.###.###yeah.###.###so, uh.###.	###it's just a matter where priorities are, at placed --n4015cf --n4015d6. and that, uh, usually as far as families are concerned, there used --n40161d to be just one person working and usually the other parent was home.###.###huh.
166028:49	###.###.###yes.###.###.###uh-huh.###.###and now, uh, it --n401875's pretty much an economic necessity of, for most, in most places for both parents to work.###.###do you think it's an economic c-, necessity	###.###i think that's part of it too.###but i do think,
166090:18	###.###so.###i mean i have met people that, uh, both that, that --n402e35 just want --n402e44 to maintain a, the standard of living and those that, that --n402e8b really need the job.###.###okay.###and then, sometimes i, i often, uh, find that maybe there's so many different things available to us. yo-, a microwave, a v c r, a answering machine a, you know, a special, a dishwasher, uh, a refrigerator and some of those items, um, for the, for the, uh,###.###uh-huh.###.###well i guess we're sticking more to social changes	###.###uh-huh.###.
166094:9	###okay.###and then, sometimes i, i often, uh, find that maybe there's so many different things available to us. yo-, a microwave, a v c r, a answering machine a, you know, a special, a dishwasher, uh, a refrigerator and some of those items, um, for the, for the, uh,###.###uh-huh.###.###well i guess we're sticking more to social changes###but, uh people want all of that###.###uh-huh.###.	###.###right.###.
166153:10	###.###right.###.###.###but, uh, i don't, i don't understand the, uh, i don't understand, i guess --n401719, why the schools don-, seem --n40173c to have such a high dropout rate in the big cities --n40176f.###.###uh, well, i don't pretend --n401959 to understand that either.###uh, but i'm not quite sure that it's the kind of thing that --n401a2c ought --n401a37 to be blamed --n401a4a on the schools.###but then, again, i'm not quite sure where the blame ought --n401b92 to be put --n401ba5 --n401bac. uh, because the, the dropout rate is, in those areas, w-,###it's high in those areas where also there's poverty and, and crime --n401d75.	###and it seems like if you could eliminate one of, of the parts of that circle, whether, where you have the dropout rate and crime and, you know, general poverty kind of conditions --n401f5c, that things ought --n401f73 to get better.###so, uh, a-, the other two a-, a-,###they --n40224b're all three social issues and could be addressed --n402276 by the government in any ways. and clearly, to me, is a kind of government thing to, to fix --n4022e1
166156:15	###.###but, uh, i don't, i don't understand the, uh, i don't understand, i guess --n401719, why the schools don-, seem --n40173c to have such a high dropout rate in the big cities --n40176f.###.###uh, well, i don't pretend --n401959 to understand that either.###uh, but i'm not quite sure that it's the kind of thing that --n401a2c ought --n401a37 to be blamed --n401a4a on the schools.###but then, again, i'm not quite sure where the blame ought --n401b92 to be put --n401ba5 --n401bac. uh, because the, the dropout rate is, in those areas, w-,###it's high in those areas where also there's poverty and, and crime --n401d75.###and they all seem --n401e44 to go together.###and it seems like if you could eliminate one of, of the parts of that circle, whether, where you have the dropout rate and crime and, you know, general poverty kind of conditions --n401f5c, that things ought --n401f73 to get better.###so, uh, a-, the other two a-, a-,	###but it's just like, i, i don't expect them to know which, which, which part --n4024a7 is best to fix --n4024c6 just like i don't know.### it's, it's a complicated issue.### i, i still don't think i would blame it directly on the school.
166176:6	###.###yeah.###i don't blame it on the teachers in the school. i, although i think that,###i do know for a fact that some of the teachers that i know --n402cf9 personally get paid --n402d0c an awful lot more than,###well, they do quite well for themselves.###.###huh.###well, that's odd because i don't think the teachers in my school district, uh, were well paid.###.###no.	###but there are some school districts out there that --n403059 are very well paid.###i mean i know one family that --n403111's got,###they're both teachers,
166185:12	###no.###not all school districts are well paid.###but there are some school districts out there that --n403059 are very well paid.###i mean i know one family that --n403111's got,###they're both teachers,###and they both have, like second jobs that they work --n403216 in the afternoons.###.###.###uh-huh.###.	###and from their teaching job alone, they pull in forty grand each.###.###yeah.
166243:28	###i'm not,###i haven't been,###i grew up in dallas###but i'm still not a cowboys' man.###i like philadelphia eagles.###.###oh, yeah.###.###yeah.###.	###.###that's my favorite team,###so.
166370:37	###.###sure.###.### and but,###.###well, i think they're starting --n402467 to realize that.###a lot of the, like the big eight teams that --n40252b used --n402536 to run so much. i think they're starting --n402569 to realize that they just can't compete anymore.###.###yeah.###it's high dollar.	###even college is all can we get on t v###.###right.
166371:12	###sure.###.### and but,###.###well, i think they're starting --n402467 to realize that.###a lot of the, like the big eight teams that --n40252b used --n402536 to run so much. i think they're starting --n402569 to realize that they just can't compete anymore.###.###yeah.###it's high dollar.###you know, it's all, it's all money now.	###.###right.###.
166599:37	###now th-, that y-, s-, you can still,###yeah,###i've always done that.###i started,###once i found out that that's really not necessary or legal then i just refuse###and i say what are you going --n400c5b to do --n400c6a.###you going --n400cf5 to say you don't want --n400d18 to sell me this product then that's fine.###.###uh-huh.###.	###and then, ultimately, they say, no###you don't have --n400f53 to put it down.###but, uh, really it's part of this compliance thing.
166669:26	###uh-huh.###.###like, uh, national public radio or any of these, the public, uh, stations, you know.###.###uh-huh.###.### i, i, i, i think i sent in, in money for, f-, once to, uh, to public, uh, t v.###.###uh-huh.###.	###.###huh.###.
166707:45	###.###how do you know that --n403783.###.### who, how do you know that --n4037ef.### why, why you even telling me this --n40388c.###is it any of your business.###i mean, it --n403983's one thing that i, and the college knows that###that's, just our business.###.###.	###.###uh-huh.###.
166778:11	###and so i, you know, i guess most of the time when i think about somebody going into a nursing home --n401137, it's more a case of where they are not able --n40116e to look after their day-to-day needs --n40118d.###yeah###.###uh-huh.###.###they have can look after a lot of things###but there's some of the day-to-day needs that they just are not able --n401464 to deal with --n401477 physically anymore.###uh, i know my, none of my grandparents were in a nursing home.###they generally were able --n40165e to have someone care for them at home###and they died.	###like they were in their eighties. that type of thing.###uh, but i did, uh, you know,###i guess, uh, when i think nursing home --n401922 i do think of people that --n401941 are not able --n401954 to do, take care of themselves physically. uh,
166888:73	###.###uh-huh,###uh-huh.###.###and many times i've seen on trials they have --n401b7d on t v,###the jury will make a recommendation as to leniency or as to the death penalty or whatever,###but i think that it --n401d19 should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be --n401d84.###.###um.###.	###.###uh-huh.###.
166924:65	###at least in california, they're supposed --n402af6 to be.###not during the trial,###during the trial as to whether they're guilty or not has nothing to do --n402c01 with their background.###.###right.###.###but when it comes to what kind of sentence you're going --n402d40 to lay --n402d4f down --n402d5a, i think that, uh, that they should.###.###uh-huh.###.	###they get too boring.###.###uh-huh.
166935:45	###they get too boring.###.###uh-huh.###so, you, what you're saying --n4030bb is this, if there is the second offense, then you execute them.###.###well, if it's a second offense, the punishment should certainly be more severe than a first offense, because obviously, the rehabilitation process did not work the first time.###.###um.###.###so you got --n403389 to give them either more time in the system or a different process that --n4033c8 will hopefully work better.	###you give them the option of --n4036c8 working off their time --n4036df doing civil service sort of things.###.###what about, uh, white collar crimes like, uh, theft of trade secrets.
166992:31	###so i go outside the area for that.###and i think that it --n4017c9's not my responsibility to police myself and pay pennsylvania what they believe they are owed --n401818 --n40181f even though, you know, the revenue stream went to another state.### i don't, i don't think that that's my responsibility as a, as a conscientious consumer.###.### i, i'll agree it, it's not your responsibility### but, b-, is it --n401c1c also legal, for you to do that.###.###.### w-, w-, fr-, from what i understand --n401d32 from v-, v-, various net readings, i-, i-, it, the federal government is going --n401dc5 to try --n401dd4 to legislate a more aggressive enforcement of state tax schemes, uh, in, into place in the next few years.### it is, it is a lost revenue stream right now	### with some, with something like that, d-, do your arguments still apply.###.###well, i think that if, if policy is established --n4023c7 --n4023ce and if a mechanism is put --n4023ed into place --n4023fc to promote the collection of taxes in this fashion, then i don't argue with it.
167014:30	###that's a cost of doing business.###the burden shouldn't be placed --n402b9a on the consumer.###.###and i, i i was actually talking about businesses purchasing something mail order and then having, having --n402c6c to pay sales tax on it.###.###.###uh.###.###that's my understanding of the way, uh, the way it works --n402e2f.###usually, the, the person ordering doesn't pay.	###and there r-, there are s-, some substantial, nasty penalties, um, if you, if businesses try --n40317c to avoid that.###.###uh, do you mean businesses from the point of view as, of, of selling things to a consumer and then being responsible for the sales tax. or purchasing.
167041:37	###yeah.###see i'm unfamiliar with that because i don't, i never see that end of the business.###.###yeah.###.###so, my only experience has been from the point of view of a consumer.###uh, but, if that's the case, if the business is responsible for --n403e04 policing themselves, then i think some well defined mechanisms need --n403e3b to be in place so that, uh, the opportunity f-, to forget that you owe sales tax for something, uh, can be avoided --n403eb6.###.###that's true.### i-, i-, a r-, a big hole does exist right now, uh, in that consumers can just say oh, i, i forgot that.	### and, and that it is a a l-, loss. i, i think --n404427 is that the federal government will try --n40444a to establish a mechanism ju-, just to do just that in or-, in order --n4044b5 to gain the revenue that --n4044d4's being lost --n4044e7.###uh, i mean, i, i don't know if i agree with that.### but it, but,
167135:12	###.###i suppose you could say, well that has something --n402a78 to do with potential for rehabilitation.###.###potential.###i mean that's, that's the key right there. potential.###.###uh-huh.###.###now, are they, are they rehabilitative or, or not.###.	###but if you're involved yourself, personally###.###uh-huh.
167235:10	### our one of our main problems was,###.###wow.###.###well in massachusetts, i thought i was going --n400da9 to,###well, it was a, a fun time###but i thought, gosh, summer time, you know.###.###uh-huh.###.	###.###.###and one thing is that we're, we had, we were going --n401080 to pour the basement foundation.
167376:59	###.###uh-huh.###.### did t-, uh, did it go up and down.###.###uh-huh.###.###oh, i see.###.###yeah.	###.###uh-huh.###.
167494:30	###.###if we actually pull it out and keep it in a safe here.###.###i see.###.###and we actually pull out the money --n4019c1 each month that we want --n4019dc to put --n4019eb in for birthdays, that we want --n401a0e to put --n401a1d in for, uh, the vacation. that we put --n401a50 in for christmas.###.###like you have a separate account for that then.###.###well, a lot of that, uh, i don't know how safe it is --n401ccb.	###.###oh, i see.###uh-huh.
167518:43	###.###each of our,###we have three children.###so they each have their own account.###.###i see.###.###that money is put --n4021ae into --n4021b9 each month.###.###uh-huh.	### th-, does he invest in that and for long-term.###.###he does somewhat.
167811:81	###yeah.###yeah.###i mean, i don't, i honestly don't really think i could have, you know, done much better than i did in the school system i was in --n40435d.###i mean.###.###yeah.###.###.### i, i, i, my schools, i mean, there,###i have a lot of	###.###yeah.###.
167822:62	###.###yeah.###.### that, i mean, that makes a big difference###cause i wondered when they're taking classes with, uh, with people that --n40495b are really, are interested in the, the subject and stuff like that --n4049a6.###.###yeah.###i mean, and and in the,###.###.	###well, no,###i guess it wa-, in junior high, it was still three.###then in high school it changed into four levels of, uh, of instruction in the major subjects. uh, which,
167836:20	###.###uh-huh.###.###i mean, actually i think that works pretty well.###mumblex and that, that makes,###.###.###mumblex.###.###well, here in logan, utah, we've got a nice little valley here	###and then we get a little bit of pollution in the valley.###.###huh.
168125:160	###yeah.###.###yeah,###that's true.###i mean, up here, they give you one, one of those containers###and you put everything in it.###.###uh-huh.###.###so it's like, if, if you use a lot of stuff, you,	###.###uh-huh.###.
168218:22	###i don't if you ever listen to talk radio###but those guys, they just kind of get into, to s-, s-, stewing up trouble, you know. with the callers and things like that.###.###um, occasionally.###.###.###yeah.###.###but they get into some really good conversations sometimes, you know.###and some of it, sometimes it's serious	###and from --n404b4e listening to that, i kind of got an idea that i thought --n404b8d would be good with###.###yeah.
